"ruido","algoritmo","preproc","iteracion","rmse","mae","r2"
0.1,"CART","regENN",13,0.568639927783933,0.434729778693168,0.877896117139022
0.1,"CART","regENN",14,0.594339378945036,0.451276157629654,0.870659300955497
0.1,"CART","regENN",15,0.598177514211649,0.453903242785728,0.867602638334832
0.1,"CART","regENN",16,0.599093482574648,0.453553030343132,0.865582552941863
0.1,"CART","regENN",17,0.575215503291051,0.450323681584476,0.879440889108333
0.1,"CART","regENN",18,0.605193991146342,0.4624027515457,0.862691573114741
0.1,"CART","regENN",19,0.640840309668091,0.4858509077125,0.845578780930209
0.1,"CART","regENN",20,0.585135941973308,0.445674406871197,0.870770484490062
0.1,"CART","regENN",21,0.652634569810018,0.496373351953381,0.839093329192923
0.1,"CART","regENN",22,0.624778735633185,0.474201328138024,0.851230769445566
0.1,"CART","regENN",23,0.601113466025618,0.466076236894044,0.867451485000205
0.1,"CART","regENN",24,0.593683340492498,0.453207348666404,0.868701925809863
0.1,"CART","regENN",25,0.585519436040655,0.444834176215891,0.87345258073185
0.1,"RF","regENN",1,0.222754080194042,0.164798610438388,0.981565056817225
0.1,"RF","regENN",2,0.230437817673013,0.164273148512407,0.980238385123339
0.1,"RF","regENN",3,0.23097541603587,0.161344818188564,0.980368732696457
0.1,"RF","regENN",4,0.248858675883052,0.173776400149414,0.976608033922245
0.1,"RF","regENN",5,0.229596907772922,0.168331880513226,0.980085018573676
0.1,"RF","regENN",6,0.23699507344118,0.16772173501106,0.978733408062986
0.1,"RF","regENN",7,0.247384017637604,0.17487576954495,0.977439745049495
0.1,"RF","regENN",8,0.233210067813525,0.167737904796548,0.979387862319398
0.1,"RF","regENN",9,0.224722670902934,0.164290080620995,0.980992002056886
0.1,"RF","regENN",10,0.225683121330864,0.163734457448867,0.981423784012442
0.1,"RF","regENN",11,0.219666857781567,0.159553600930428,0.981655345589533
0.1,"RF","regENN",12,0.238838659851254,0.171458755714862,0.978696866554448
0.1,"RF","regENN",13,0.22265436077406,0.161477603158912,0.981279511233119
0.1,"RF","regENN",14,0.234046599162969,0.167485985948078,0.979942774302384
0.1,"RF","regENN",15,0.241646605618398,0.175964545699332,0.978393692055992
0.1,"RF","regENN",16,0.225331445178166,0.164347815422995,0.980984398965599
0.1,"RF","regENN",17,0.229310722543891,0.165380264241905,0.98084034888525
0.1,"RF","regENN",18,0.237149235905277,0.167399227339611,0.978916076282768
0.1,"RF","regENN",19,0.23456794044969,0.167409726161555,0.97931075498686
0.1,"RF","regENN",20,0.2360070906549,0.170795732195441,0.978976826831073
0.1,"RF","regENN",21,0.234179616810988,0.168551695643303,0.979282751165219
0.1,"RF","regENN",22,0.228097374413125,0.160458847602982,0.980170981887479
0.1,"RF","regENN",23,0.228395066964154,0.168456942352669,0.980864694891693
0.1,"RF","regENN",24,0.244317900183034,0.175062698091197,0.977763869922317
0.1,"RF","regENN",25,0.242337167753075,0.171417592151646,0.978322424028651
0.1,"SVM","regENN",1,0.203155744701677,0.137370888852814,0.984666239243296
0.1,"SVM","regENN",2,0.188487529526534,0.138141377721707,0.986778517073702
0.1,"SVM","regENN",3,0.187615755532378,0.134430467951545,0.987047445340293
0.1,"SVM","regENN",4,0.192682599571554,0.134601580921882,0.985976831665525
0.1,"SVM","regENN",5,0.197915063647336,0.137134808763703,0.985201914335426
0.1,"SVM","regENN",6,0.191181144421025,0.137258888910128,0.986160851307229
0.1,"SVM","regENN",7,0.189884050159514,0.133522756666417,0.986708386644742
0.1,"SVM","regENN",8,0.186502799989053,0.134759716031283,0.986817458207246
0.1,"SVM","regENN",9,0.193420466481743,0.138218942243525,0.985918547545918
0.1,"SVM","regENN",10,0.195665396624916,0.135182312191217,0.986036729617914
0.1,"SVM","regENN",11,0.185483653041902,0.13221211965992,0.986920481984672
0.1,"SVM","regENN",12,0.194468576628003,0.136845373664868,0.985876800055667
0.1,"SVM","regENN",13,0.192118137773053,0.134998290449603,0.986062287262853
0.1,"SVM","regENN",14,0.185190585460154,0.134694955709084,0.987442476460385
0.1,"SVM","regENN",15,0.212237873094062,0.140327590557789,0.983332712258004
0.1,"SVM","regENN",16,0.192374483907114,0.134549969208774,0.986140058787461
0.1,"SVM","regENN",17,0.196124143175979,0.132736340028108,0.985984745463096
0.1,"SVM","regENN",18,0.199681259922075,0.141869210583891,0.985052017064654
0.1,"SVM","regENN",19,0.190010347391929,0.138381478039646,0.986424312343596
0.1,"SVM","regENN",20,0.192108093707615,0.135319687710182,0.986070372905695
0.1,"SVM","regENN",21,0.184905864323495,0.136622614385526,0.987083784851759
0.1,"SVM","regENN",22,0.202145004386836,0.136655233966256,0.984426484366233
0.1,"SVM","regENN",23,0.191240853657996,0.133961772676916,0.986583992275913
0.1,"SVM","regENN",24,0.199686681424281,0.140107390958831,0.985145883329394
0.1,"SVM","regENN",25,0.19778114874955,0.138620006340971,0.985560889127272
0.1,"1NN","regAENN",1,0.874678745304861,0.656038877928628,0.715758416133082
0.1,"1NN","regAENN",2,0.867193758024738,0.644777015730596,0.720135888299277
0.1,"1NN","regAENN",3,0.877029554501115,0.649297324755553,0.716961653945606
0.1,"1NN","regAENN",4,0.870725810175646,0.637520184420986,0.713632327598606
0.1,"1NN","regAENN",5,0.857095249305349,0.641867634527163,0.722472507230426
0.1,"1NN","regAENN",6,0.891762785524298,0.664998030267832,0.698895011286551
0.1,"1NN","regAENN",7,0.824078470311354,0.61365136991207,0.749655610700723
0.1,"1NN","regAENN",8,0.851058352258833,0.645843746997453,0.725496983861716
0.1,"1NN","regAENN",9,0.902169545512527,0.673327932779789,0.693649265799511
0.1,"1NN","regAENN",10,0.882237851447368,0.663217089446481,0.716122830639342
0.1,"1NN","regAENN",11,0.857338978958135,0.640813909549916,0.7205619139893
0.1,"1NN","regAENN",12,0.879387622428119,0.654657852936608,0.711201499713047
0.1,"1NN","regAENN",13,0.889570539308649,0.652042084605962,0.701175944315217
0.1,"1NN","regAENN",14,0.910802155555729,0.673119985387146,0.696251395641105
0.1,"1NN","regAENN",15,0.842419865110809,0.632867394374178,0.737411100961464
0.1,"1NN","regAENN",16,0.834673446546921,0.624008420917128,0.739084639314724
0.1,"1NN","regAENN",17,0.875196431009174,0.644564949219349,0.720906355428129
0.1,"1NN","regAENN",18,0.893070912926081,0.664517665752943,0.700994025355996
0.1,"1NN","regAENN",19,0.854482564676217,0.642869656149678,0.725454869903293
0.1,"1NN","regAENN",20,0.849170848058898,0.627370560999306,0.727831212755228
0.1,"1NN","regAENN",21,0.834704567741326,0.635680527291157,0.736791760406228
0.1,"1NN","regAENN",22,0.867532974235473,0.646684174038962,0.713164685938936
0.1,"1NN","regAENN",23,0.894139186116197,0.656656010250676,0.70672691384563
0.1,"1NN","regAENN",24,0.898648046905986,0.661566987678046,0.699165319149624
0.1,"1NN","regAENN",25,0.856680561530245,0.641010561675357,0.729100323446663
0.1,"CART","regAENN",1,0.558591498975447,0.438217629481467,0.884074464174295
0.1,"CART","regAENN",2,0.575813823038518,0.439974093981907,0.876610246459712
0.1,"CART","regAENN",3,0.56350059065133,0.424367859887449,0.883156227175924
0.1,"CART","regAENN",4,0.595450247183568,0.448577341514048,0.86607794242073
0.1,"CART","regAENN",5,0.584167519649725,0.450309357284534,0.871079301905924
0.1,"CART","regAENN",6,0.628138105704176,0.478043276712455,0.850607242854904
0.1,"CART","regAENN",7,0.624423348991628,0.471243047848121,0.856266171079835
0.1,"CART","regAENN",8,0.590783456027381,0.447697541812509,0.867722769226798
0.1,"CART","regAENN",9,0.592402629201028,0.462842573727808,0.867907988076047
0.1,"CART","regAENN",10,0.587712275296356,0.459408489687145,0.874023767502274
0.1,"CART","regAENN",11,0.597818077610072,0.46578923551093,0.864131573286964
0.1,"CART","regAENN",12,0.586131142280316,0.446634848425013,0.871700834862392
0.1,"CART","regAENN",13,0.57076439246923,0.437287900773753,0.876982041466346
0.1,"CART","regAENN",14,0.56613230771636,0.426054923527516,0.88264487214473
0.1,"CART","regAENN",15,0.591601114636,0.451178063785007,0.87049780466811
0.1,"CART","regAENN",16,0.608649327063826,0.463144385144596,0.86126030190882
0.1,"CART","regAENN",17,0.553333916361311,0.427098386014645,0.888438729148393
0.1,"CART","regAENN",18,0.589362230004098,0.450643155856264,0.869781533362963
0.1,"CART","regAENN",19,0.630789029422911,0.479161595804867,0.850384841665757
0.1,"CART","regAENN",20,0.569194449951846,0.434047658202829,0.877716044396547
0.1,"CART","regAENN",21,0.568341778350322,0.431910173138571,0.877973806499968
0.1,"CART","regAENN",22,0.628369592239859,0.479069437590177,0.84951578107739
0.1,"CART","regAENN",23,0.567866511682276,0.438653503016321,0.881708246750715
0.1,"CART","regAENN",24,0.581305001789854,0.440772086847783,0.874119995056527
0.1,"CART","regAENN",25,0.579956643056514,0.447997773885365,0.875845714217508
0.1,"RF","regAENN",1,0.225927760582231,0.1648217481388,0.981036012383978
0.1,"RF","regAENN",2,0.23053051336996,0.16680149347169,0.980222483348928
0.1,"RF","regAENN",3,0.235716781367125,0.166767932197213,0.979554495796027
0.1,"RF","regAENN",4,0.246331319924655,0.17048255896938,0.977080748971717
0.1,"RF","regAENN",5,0.22574812839429,0.16505635603897,0.980747100084421
0.1,"RF","regAENN",6,0.231305788078889,0.16327963394833,0.979742200774742
0.1,"RF","regAENN",7,0.251183484070938,0.174783127295591,0.976741436587423
0.1,"RF","regAENN",8,0.234625629043662,0.168043486486369,0.979136875762932
0.1,"RF","regAENN",9,0.223923018931028,0.161883159433813,0.981127037294427
0.1,"RF","regAENN",10,0.23321967147738,0.168840249913438,0.980162385290944
0.1,"RF","regAENN",11,0.225020857753133,0.163667884642389,0.980750209344552
0.1,"RF","regAENN",12,0.239846105966171,0.170956466885691,0.978516769890065
0.1,"RF","regAENN",13,0.220539939265992,0.158447496897753,0.981633378593663
0.1,"RF","regAENN",14,0.241704855315831,0.171162034022414,0.978608711715365
0.1,"RF","regAENN",15,0.243635889126589,0.173748206828532,0.97803649286112
0.1,"RF","regAENN",16,0.219449156573505,0.160526600125542,0.981964246760103
0.1,"RF","regAENN",17,0.235679801788218,0.168387365312818,0.979761254019208
0.1,"RF","regAENN",18,0.237327558023836,0.167923519598844,0.978884356648698
0.1,"RF","regAENN",19,0.235966598597188,0.167279277961772,0.979063291902982
0.1,"RF","regAENN",20,0.236104098400558,0.168504414493175,0.97895954065745
0.1,"RF","regAENN",21,0.233255302307619,0.167016839389707,0.979445971709068
0.1,"RF","regAENN",22,0.226998687567488,0.160592200995528,0.980361544474203
0.1,"RF","regAENN",23,0.230581573316574,0.17188643507187,0.980496563139108
0.1,"RF","regAENN",24,0.241855389648076,0.172979761417651,0.978209852428803
0.1,"RF","regAENN",25,0.241778162037745,0.170883171035387,0.978422317186958
0.1,"SVM","regAENN",1,0.207529595980737,0.140040417390648,0.983998873852034
0.1,"SVM","regAENN",2,0.191098189248704,0.14022502031449,0.986409730537438
0.1,"SVM","regAENN",3,0.190538753636549,0.13710199390002,0.986640707444533
0.1,"SVM","regAENN",4,0.197014761702396,0.137043908987734,0.985339165578931
0.1,"SVM","regAENN",5,0.19917773172382,0.138393329685139,0.985012492934415
0.1,"SVM","regAENN",6,0.191968492239975,0.138919944675986,0.986046628111037
0.1,"SVM","regAENN",7,0.192277530961576,0.135842238055765,0.98637119430495
0.1,"SVM","regAENN",8,0.190015634787551,0.136447910805914,0.986316187397685
0.1,"SVM","regAENN",9,0.195888300741914,0.138759075636931,0.98555692726966
0.1,"SVM","regAENN",10,0.20089153953683,0.138089987648678,0.985280861678925
0.1,"SVM","regAENN",11,0.190754365323378,0.13563688597217,0.986166584234904
0.1,"SVM","regAENN",12,0.197422566819936,0.139509802647481,0.98544447666418
0.1,"SVM","regAENN",13,0.191967790430991,0.135507527573705,0.986084093409257
0.1,"SVM","regAENN",14,0.188970467408648,0.136408528165805,0.986924627621329
0.1,"SVM","regAENN",15,0.214306790267803,0.142385462403659,0.983006179481701
0.1,"SVM","regAENN",16,0.196471101302074,0.137272928017325,0.985543478320122
0.1,"SVM","regAENN",17,0.197966786705517,0.13413799963451,0.985720153506945
0.1,"SVM","regAENN",18,0.205017257102121,0.14342623868659,0.984242445620067
0.1,"SVM","regAENN",19,0.191134668353842,0.138574678745662,0.986263178084675
0.1,"SVM","regAENN",20,0.19697739967009,0.139418379258828,0.985355283624291
0.1,"SVM","regAENN",21,0.187419307348154,0.138501618750527,0.986730255608409
0.1,"SVM","regAENN",22,0.203753606377006,0.137718051665623,0.984177640578304
0.1,"SVM","regAENN",23,0.197083518894989,0.135540236037409,0.985751715827666
0.1,"SVM","regAENN",24,0.200604367098964,0.140300612380396,0.985009041628935
0.1,"SVM","regAENN",25,0.20625758554535,0.14260476991099,0.98429671472811
0.1,"1NN","regEF",1,0.856169707527596,0.64378546461885,0.727660783589776
0.1,"1NN","regEF",2,0.856460615105519,0.63773680468965,0.727020699287914
0.1,"1NN","regEF",3,0.878195442384602,0.652805475575483,0.716208634130226
0.1,"1NN","regEF",4,0.872393309384435,0.638853721746991,0.71253445016996
0.1,"1NN","regEF",5,0.848289743601296,0.636147197288464,0.728145661272977
0.1,"1NN","regEF",6,0.878083110240612,0.651504268927322,0.708062080349514
0.1,"1NN","regEF",7,0.819320333204718,0.610581791953663,0.752538185895166
0.1,"1NN","regEF",8,0.839923111081186,0.637752332414826,0.73263318231384
0.1,"1NN","regEF",9,0.901554358299217,0.66899126870955,0.694066922988576
0.1,"1NN","regEF",10,0.878974653701003,0.660705211912755,0.718218941486129
0.1,"1NN","regEF",11,0.856923165215822,0.634475215892932,0.720832906028047
0.1,"1NN","regEF",12,0.854531908319746,0.639637098380923,0.727296441863498
0.1,"1NN","regEF",13,0.895971656994378,0.65305157278899,0.69685995160504
0.1,"1NN","regEF",14,0.898957271962225,0.667297250869617,0.704100459027015
0.1,"1NN","regEF",15,0.820822874141111,0.622575267691397,0.75070241888985
0.1,"1NN","regEF",16,0.834480172505696,0.625183663426862,0.739205458607351
0.1,"1NN","regEF",17,0.87927047631641,0.646861085912242,0.71830194211617
0.1,"1NN","regEF",18,0.861716126978046,0.64593098686241,0.721621033278221
0.1,"1NN","regEF",19,0.848053570505394,0.642896532336531,0.729570598266205
0.1,"1NN","regEF",20,0.867860742011576,0.63864010871478,0.715718726763549
0.1,"1NN","regEF",21,0.83444953135057,0.632836626032688,0.736952577602901
0.1,"1NN","regEF",22,0.858064145799545,0.639753569075965,0.719391935805607
0.1,"1NN","regEF",23,0.887155726468355,0.653204448089106,0.711290102331182
0.1,"1NN","regEF",24,0.882821668163434,0.655455854199081,0.709668204628634
0.1,"1NN","regEF",25,0.856818828779546,0.642233189259114,0.72901287060247
0.1,"CART","regEF",1,0.610482203714421,0.467647092770195,0.861536124054617
0.1,"CART","regEF",2,0.579792912463756,0.444504150396683,0.874899015267249
0.1,"CART","regEF",3,0.596654395933066,0.448514717401883,0.869002650109853
0.1,"CART","regEF",4,0.604440799392291,0.459809492569092,0.862003301583516
0.1,"CART","regEF",5,0.58475970800326,0.450918333175011,0.870817787767721
0.1,"CART","regEF",6,0.589615602175017,0.444701028751561,0.868369298480852
0.1,"CART","regEF",7,0.607383463955223,0.459144563123315,0.864003837246205
0.1,"CART","regEF",8,0.58827619406862,0.444167576366871,0.868843145576983
0.1,"CART","regEF",9,0.601499740298031,0.471637862498435,0.863819950180317
0.1,"CART","regEF",10,0.582365300615934,0.44372918446098,0.876305590098243
0.1,"CART","regEF",11,0.609535479288188,0.472467534216566,0.858753258182264
0.1,"CART","regEF",12,0.581440891888413,0.442917583474252,0.873745932038974
0.1,"CART","regEF",13,0.605817188845425,0.45955810976829,0.861408065931278
0.1,"CART","regEF",14,0.593295147945684,0.451920979263666,0.871113394772127
0.1,"CART","regEF",15,0.616612557248052,0.470487346878691,0.859316263913809
0.1,"CART","regEF",16,0.592806685350603,0.446724124283224,0.868388863863255
0.1,"CART","regEF",17,0.570051155623909,0.446932701075921,0.881595957019323
0.1,"CART","regEF",18,0.602515212241776,0.458935228391228,0.863904423478872
0.1,"CART","regEF",19,0.621758835459489,0.471221895761479,0.854637874575078
0.1,"CART","regEF",20,0.586758464855674,0.443506920635121,0.870052810053482
0.1,"CART","regEF",21,0.652576804389273,0.494516999046996,0.839121811993624
0.1,"CART","regEF",22,0.5889897321403,0.444457424721988,0.867786414012922
0.1,"CART","regEF",23,0.609604078375571,0.475835057569444,0.863680595544114
0.1,"CART","regEF",24,0.588273044413376,0.448298291848491,0.871084086837497
0.1,"CART","regEF",25,0.58557758044502,0.445049902589355,0.87342744616174
0.1,"RF","regEF",1,0.225478747709308,0.164662069617676,0.98111131621591
0.1,"RF","regEF",2,0.226161827472235,0.16284910055585,0.98096497140671
0.1,"RF","regEF",3,0.223211049773742,0.159864427559531,0.981666381058623
0.1,"RF","regEF",4,0.240045091568179,0.16630831472078,0.978235594271092
0.1,"RF","regEF",5,0.218094644889509,0.159319025082142,0.982030423563345
0.1,"RF","regEF",6,0.232184628224908,0.163300908730871,0.979587970402162
0.1,"RF","regEF",7,0.23778209612325,0.168833298295551,0.979157057578112
0.1,"RF","regEF",8,0.229051381605329,0.1681598903133,0.980116433977713
0.1,"RF","regEF",9,0.224451833650368,0.16394587023122,0.981037791577565
0.1,"RF","regEF",10,0.230765836764855,0.164320942640697,0.980577634500752
0.1,"RF","regEF",11,0.217596254032294,0.157361285344703,0.98199955306367
0.1,"RF","regEF",12,0.238439536903436,0.170332440585399,0.978768006336491
0.1,"RF","regEF",13,0.220733250033301,0.160343306867254,0.981601166544083
0.1,"RF","regEF",14,0.238372524115736,0.170691531239071,0.979194479649576
0.1,"RF","regEF",15,0.233350484495753,0.169832236108074,0.979851784960945
0.1,"RF","regEF",16,0.223455124029214,0.165695226874709,0.98129976395489
0.1,"RF","regEF",17,0.228188867458386,0.164792436482057,0.981027359535908
0.1,"RF","regEF",18,0.228904176334067,0.163762653705847,0.980356656566891
0.1,"RF","regEF",19,0.236745984567629,0.170327465058948,0.978924757677727
0.1,"RF","regEF",20,0.228127294584131,0.165351802080077,0.980357232987292
0.1,"RF","regEF",21,0.226160497603133,0.163597339647098,0.980677318187669
0.1,"RF","regEF",22,0.22937347601504,0.162428071082188,0.979948492491309
0.1,"RF","regEF",23,0.226884750934329,0.167453642994335,0.981116931537786
0.1,"RF","regEF",24,0.234262230471761,0.165757524463899,0.979556597484812
0.1,"RF","regEF",25,0.240101777087705,0.169748770160206,0.978720500448799
0.1,"SVM","regEF",1,0.201613118393013,0.136233121680401,0.984898223385425
0.1,"SVM","regEF",2,0.182988706796493,0.135475037463364,0.987538695744572
0.1,"SVM","regEF",3,0.185662173617337,0.133999647823185,0.98731578246307
0.1,"SVM","regEF",4,0.192089324139661,0.13443323533002,0.986063054221368
0.1,"SVM","regEF",5,0.193398090330555,0.135840077644699,0.985869673425006
0.1,"SVM","regEF",6,0.189614090499927,0.136174694086188,0.986386792130693
0.1,"SVM","regEF",7,0.186290046791356,0.131383331416077,0.98720677523724
0.1,"SVM","regEF",8,0.186001198354039,0.133937832809844,0.986888272076758
0.1,"SVM","regEF",9,0.191694661662405,0.138223151331732,0.986168711571462
0.1,"SVM","regEF",10,0.194861919620014,0.133243021707766,0.986151171228564
0.1,"SVM","regEF",11,0.181939236780539,0.130146342455959,0.987415580231174
0.1,"SVM","regEF",12,0.192733401281602,0.135807694270368,0.986127708439022
0.1,"SVM","regEF",13,0.193638347783929,0.135529001432923,0.985840839347072
0.1,"SVM","regEF",14,0.18296774678828,0.13331944814323,0.98774212265687
0.1,"SVM","regEF",15,0.209703058546305,0.139087638511935,0.983728458693577
0.1,"SVM","regEF",16,0.186476429190329,0.132319009238619,0.986976901017777
0.1,"SVM","regEF",17,0.192325346907863,0.13105668099112,0.986522419950112
0.1,"SVM","regEF",18,0.196188101309058,0.140045331175361,0.985570432797707
0.1,"SVM","regEF",19,0.188934499627771,0.137750247644399,0.986577609521856
0.1,"SVM","regEF",20,0.192604247750148,0.135234401407178,0.985998328407959
0.1,"SVM","regEF",21,0.180340278631264,0.134264851939682,0.987713749294723
0.1,"SVM","regEF",22,0.200642839891487,0.135298989390526,0.984657081808279
0.1,"SVM","regEF",23,0.189736843116708,0.133424422393733,0.986794182437689
0.1,"SVM","regEF",24,0.19872549626461,0.139448630675252,0.985288538754703
0.1,"SVM","regEF",25,0.193349649698012,0.136379372218605,0.986200687802334
0.1,"1NN","regCVCF",1,0.849604076365357,0.63984638612281,0.731821694192147
0.1,"1NN","regCVCF",2,0.853134181694457,0.636005224446495,0.729137046622181
0.1,"1NN","regCVCF",3,0.893917605452665,0.662094362349813,0.705956352208126
0.1,"1NN","regCVCF",4,0.867756723860468,0.63541969713085,0.715581967069029
0.1,"1NN","regCVCF",5,0.861360469764952,0.641730817779061,0.71970347719868
0.1,"1NN","regCVCF",6,0.876684509681297,0.650660895499919,0.708991330352373
0.1,"1NN","regCVCF",7,0.836964176634962,0.624056202631541,0.741765379327593
0.1,"1NN","regCVCF",8,0.861728100944974,0.649317023033481,0.718570930171589
0.1,"1NN","regCVCF",9,0.900761858464725,0.667084468806739,0.6946045397136
0.1,"1NN","regCVCF",10,0.884039334231108,0.659637215457247,0.714962322828224
0.1,"1NN","regCVCF",11,0.87626429550553,0.647685586268066,0.708088844837985
0.1,"1NN","regCVCF",12,0.87288291177408,0.649527156422164,0.715458104973322
0.1,"1NN","regCVCF",13,0.895965282610702,0.652220569653462,0.696864264964927
0.1,"1NN","regCVCF",14,0.908913916080126,0.67220630327251,0.697509529630073
0.1,"1NN","regCVCF",15,0.81892612983015,0.620737803497872,0.751853233400849
0.1,"1NN","regCVCF",16,0.831278237635319,0.623700265495521,0.741202977801654
0.1,"1NN","regCVCF",17,0.88245567788614,0.650435111965388,0.716257314633804
0.1,"1NN","regCVCF",18,0.876128057953105,0.65468230643977,0.712231565296774
0.1,"1NN","regCVCF",19,0.856847341614726,0.643641852324647,0.723933162145104
0.1,"1NN","regCVCF",20,0.880583061344728,0.644063991099405,0.707322848445583
0.1,"1NN","regCVCF",21,0.849504334791253,0.641369503471129,0.727375363876868
0.1,"1NN","regCVCF",22,0.861492708708834,0.643914902682893,0.717145007065497
0.1,"1NN","regCVCF",23,0.894441547280725,0.654758557703377,0.706528534474161
0.1,"1NN","regCVCF",24,0.880164413816735,0.656191458423354,0.711413346109492
0.1,"1NN","regCVCF",25,0.860823196014188,0.645454257190011,0.726474019580364
0.1,"CART","regCVCF",1,0.62156181778062,0.471180703390146,0.856464566872918
0.1,"CART","regCVCF",2,0.625035644582508,0.482506472445102,0.854613361911137
0.1,"CART","regCVCF",3,0.629957778834187,0.471175058725263,0.853970799808402
0.1,"CART","regCVCF",4,0.609027897648492,0.462033415606441,0.859900841428601
0.1,"CART","regCVCF",5,0.606900512677241,0.456604223391342,0.860850117128343
0.1,"CART","regCVCF",6,0.616955661658503,0.467417086487434,0.855879032278697
0.1,"CART","regCVCF",7,0.644539227041941,0.483123887709883,0.846856194669113
0.1,"CART","regCVCF",8,0.606743576099897,0.450266262091445,0.8604792448794
0.1,"CART","regCVCF",9,0.607478991936433,0.476056448538011,0.86109907829808
0.1,"CART","regCVCF",10,0.669376229788144,0.521328415198239,0.836582085185663
0.1,"CART","regCVCF",11,0.631074716861937,0.496811351196589,0.848594371129843
0.1,"CART","regCVCF",12,0.583800529266743,0.444667118258681,0.872719109441123
0.1,"CART","regCVCF",13,0.635881195535075,0.488010885615467,0.847311356495362
0.1,"CART","regCVCF",14,0.619777330335733,0.473832056060425,0.859350703089232
0.1,"CART","regCVCF",15,0.625379299806453,0.468283292687688,0.855287459675087
0.1,"CART","regCVCF",16,0.646489136689733,0.49089469083596,0.84347312460135
0.1,"CART","regCVCF",17,0.57678438922064,0.451978737874022,0.878782348322293
0.1,"CART","regCVCF",18,0.643063596074618,0.489986550410376,0.844969971645143
0.1,"CART","regCVCF",19,0.652485617511748,0.500500708143806,0.839915523663164
0.1,"CART","regCVCF",20,0.608333176696796,0.45811229539723,0.860320983098084
0.1,"CART","regCVCF",21,0.655059452276323,0.495072729098943,0.837895401148995
0.1,"CART","regCVCF",22,0.626808029088356,0.472398761756587,0.850262789290759
0.1,"CART","regCVCF",23,0.610687171523301,0.474162971993767,0.863195763564999
0.1,"CART","regCVCF",24,0.586228765742645,0.441668826598178,0.871978508727367
0.1,"CART","regCVCF",25,0.637838725030164,0.487617391374497,0.849826802773194
0.1,"RF","regCVCF",1,0.24959004544599,0.176419812830157,0.976855650008749
0.1,"RF","regCVCF",2,0.239895725172453,0.170772666820869,0.978582935616875
0.1,"RF","regCVCF",3,0.255221310143905,0.173811584887976,0.976030957364005
0.1,"RF","regCVCF",4,0.264056004275212,0.181386078779284,0.973663791739087
0.1,"RF","regCVCF",5,0.247812044053477,0.175951626429512,0.976799750453319
0.1,"RF","regCVCF",6,0.245152240147274,0.171465013143077,0.977244258388573
0.1,"RF","regCVCF",7,0.273214713521473,0.181840608707373,0.972482505133116
0.1,"RF","regCVCF",8,0.253708348371392,0.17953227945851,0.975605160764883
0.1,"RF","regCVCF",9,0.243262906907653,0.17219342563505,0.97772619646833
0.1,"RF","regCVCF",10,0.269597296384639,0.183520416865354,0.973491194552229
0.1,"RF","regCVCF",11,0.240536018294676,0.17217335984293,0.978004152783156
0.1,"RF","regCVCF",12,0.254619248184299,0.180264182523564,0.975788778580732
0.1,"RF","regCVCF",13,0.251856798437505,0.175872042673958,0.976046877839191
0.1,"RF","regCVCF",14,0.262339230401912,0.183301436059553,0.974800456586831
0.1,"RF","regCVCF",15,0.248501930653838,0.178091587162706,0.977150394944624
0.1,"RF","regCVCF",16,0.247550554289435,0.173428182974467,0.977049388633335
0.1,"RF","regCVCF",17,0.24245018768709,0.172681123013705,0.978581753112859
0.1,"RF","regCVCF",18,0.250761932310826,0.177107959907675,0.976426113275855
0.1,"RF","regCVCF",19,0.252650019237251,0.179119955249725,0.975998078848699
0.1,"RF","regCVCF",20,0.248570240987036,0.173840442815516,0.97667903957757
0.1,"RF","regCVCF",21,0.246782075729462,0.175176128631107,0.976992939951099
0.1,"RF","regCVCF",22,0.254400408324195,0.173786033874752,0.975334140969433
0.1,"RF","regCVCF",23,0.240921039703044,0.172689350032026,0.978708247469503
0.1,"RF","regCVCF",24,0.256682987469373,0.176141606129547,0.975456143548483
0.1,"RF","regCVCF",25,0.260509246403901,0.179681790249432,0.974949468412529
0.1,"SVM","regCVCF",1,0.21551309268742,0.142024074934943,0.982744093204307
0.1,"SVM","regCVCF",2,0.200366037301433,0.139355233263251,0.985059568447446
0.1,"SVM","regCVCF",3,0.200716989780837,0.136504001045951,0.985175328088657
0.1,"SVM","regCVCF",4,0.198655121694039,0.13663388458611,0.985094014777845
0.1,"SVM","regCVCF",5,0.199908405080259,0.139095782055885,0.984902329428296
0.1,"SVM","regCVCF",6,0.191455529726407,0.137306751884218,0.98612109860059
0.1,"SVM","regCVCF",7,0.197272083476118,0.136067118886405,0.98565396159264
0.1,"SVM","regCVCF",8,0.200502406228362,0.137464811452132,0.984764117238825
0.1,"SVM","regCVCF",9,0.212976940452792,0.143720876942104,0.98292708146507
0.1,"SVM","regCVCF",10,0.219251203028685,0.13858514779946,0.982467531690903
0.1,"SVM","regCVCF",11,0.203240272206645,0.135488411112625,0.984296372137768
0.1,"SVM","regCVCF",12,0.195196794810483,0.136733319350536,0.985770828925066
0.1,"SVM","regCVCF",13,0.209654292521033,0.140390410424298,0.983401750440933
0.1,"SVM","regCVCF",14,0.189734239621473,0.135649180084084,0.98681871913799
0.1,"SVM","regCVCF",15,0.218048933219814,0.142209028679312,0.982407518780814
0.1,"SVM","regCVCF",16,0.209551740013791,0.137433835370293,0.983554427546342
0.1,"SVM","regCVCF",17,0.194875854057967,0.133009974638928,0.986162586020105
